"","PUBLICATION","EXTRACT_DATE","PRACTICE_CODE","PRACTICE_NAME","LSOA_CODE","SEX","Number.of.Patients"
"60","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01004981","ALL",1
"61","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005014","ALL",34
"62","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005015","ALL",65
"63","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005016","ALL",18
"64","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005017","ALL",37
"65","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005018","ALL",9
"66","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005019","ALL",4
"67","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005020","ALL",15
"68","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005021","ALL",5
"69","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005022","ALL",7
"70","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005076","ALL",2
"71","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01005309","ALL",1
"72","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01024869","ALL",1
"73","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01024871","ALL",1
"74","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01024874","ALL",78
"75","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025039","ALL",2
"76","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025355","ALL",1417
"77","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025356","ALL",727
"78","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025357","ALL",219
"79","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025358","ALL",527
"80","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025361","ALL",1335
"81","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025362","ALL",1322
"82","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025363","ALL",53
"83","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025364","ALL",96
"84","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025365","ALL",184
"85","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025366","ALL",30
"86","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025367","ALL",5
"87","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025368","ALL",2
"88","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025370","ALL",5
"89","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025371","ALL",208
"90","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025373","ALL",554
"91","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025374","ALL",309
"92","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025377","ALL",80
"93","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025378","ALL",71
"94","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025379","ALL",69
"95","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025380","ALL",78
"96","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025384","ALL",496
"97","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025385","ALL",394
"98","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025387","ALL",586
"99","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025388","ALL",14
"100","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025389","ALL",16
"101","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025390","ALL",13
"102","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025391","ALL",92
"103","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025392","ALL",82
"104","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025393","ALL",55
"105","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025394","ALL",74
"106","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025395","ALL",38
"107","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025396","ALL",23
"108","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025397","ALL",12
"109","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01025398","ALL",37
"110","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","E01033281","ALL",662
"111","GP_PRAC_PAT_LIST","01JUL2019","P81003","ST JAMES' MEDICAL CENTRE","NO2011","ALL",10
"112","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01004927","ALL",1
"113","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01004930","ALL",1
"114","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01004981","ALL",1
"115","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012571","ALL",31
"116","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012572","ALL",33
"117","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012573","ALL",36
"118","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012574","ALL",322
"119","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012575","ALL",46
"120","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012576","ALL",36
"121","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012577","ALL",249
"122","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012578","ALL",540
"123","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012579","ALL",148
"124","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012580","ALL",171
"125","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012581","ALL",161
"126","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012582","ALL",131
"127","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012583","ALL",180
"128","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012584","ALL",100
"129","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012585","ALL",69
"130","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012586","ALL",59
"131","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012587","ALL",98
"132","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012588","ALL",63
"133","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012589","ALL",7
"134","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012590","ALL",4
"135","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012591","ALL",9
"136","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012592","ALL",13
"137","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012593","ALL",87
"138","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012594","ALL",34
"139","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012595","ALL",64
"140","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012596","ALL",81
"141","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012597","ALL",61
"142","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012598","ALL",134
"143","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012599","ALL",32
"144","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012600","ALL",62
"145","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012601","ALL",23
"146","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012602","ALL",52
"147","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012603","ALL",41
"148","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012604","ALL",48
"149","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012605","ALL",1161
"150","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012606","ALL",798
"151","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012607","ALL",632
"152","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012608","ALL",585
"153","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012609","ALL",53
"154","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012610","ALL",43
"155","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012611","ALL",51
"156","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012612","ALL",68
"157","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012613","ALL",48
"158","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012614","ALL",6
"159","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012615","ALL",1
"160","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012617","ALL",2
"161","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012618","ALL",76
"162","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012619","ALL",23
"163","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012620","ALL",44
"164","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012621","ALL",65
"165","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012622","ALL",37
"166","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012623","ALL",34
"167","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012624","ALL",41
"168","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012625","ALL",29
"169","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012628","ALL",14
"170","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012629","ALL",36
"171","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012630","ALL",35
"172","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012631","ALL",27
"173","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012632","ALL",85
"174","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012633","ALL",379
"175","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012634","ALL",268
"176","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012635","ALL",238
"177","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012636","ALL",297
"178","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012637","ALL",54
"179","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012638","ALL",99
"180","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012639","ALL",184
"181","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012640","ALL",113
"182","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012641","ALL",47
"183","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012642","ALL",64
"184","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012643","ALL",90
"185","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012644","ALL",106
"186","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012645","ALL",135
"187","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012646","ALL",7
"188","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012647","ALL",2
"189","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012648","ALL",3
"190","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012649","ALL",2
"191","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012650","ALL",3
"192","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012651","ALL",4
"193","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012652","ALL",2
"194","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012653","ALL",4
"195","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012654","ALL",1
"196","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012655","ALL",31
"197","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012656","ALL",37
"198","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012657","ALL",52
"199","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012658","ALL",59
"200","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012660","ALL",5
"201","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01012661","ALL",5
"202","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01024888","ALL",1
"203","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01024900","ALL",1
"204","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01024921","ALL",15
"205","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01024978","ALL",3
"206","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01024980","ALL",1
"207","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025032","ALL",6
"208","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025033","ALL",9
"209","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025034","ALL",6
"210","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025035","ALL",1
"211","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025036","ALL",1
"212","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025037","ALL",1
"213","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025038","ALL",1
"214","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025039","ALL",1
"215","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025040","ALL",4
"216","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025044","ALL",1
"217","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025045","ALL",4
"218","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025048","ALL",7
"219","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025049","ALL",12
"220","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025050","ALL",1
"221","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025051","ALL",4
"222","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025054","ALL",20
"223","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025055","ALL",9
"224","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025056","ALL",8
"225","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025057","ALL",4
"226","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025058","ALL",3
"227","GP_PRAC_PAT_LIST","01JUL2019","P81005","LITTLE HARWOOD HEALTH CENTRE","E01025059","ALL",1
